ID;Average User Rating;User Rating Count;Price;In-app Purchases;Developer;Age Rating;Languages;Size;Genero_1;Genero_2;Genero_3;Original Release Date;Current Version Release Date
1151267971;3.5;44;0;1.99;Ha Le;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;34593792; Entertainment; Board; Strategy;16/09/2016;16/09/2016
1151307421;;;0;1.99;GA Technologies;4+;EN;235992064; Strategy; Puzzle; Education;16/02/2017;14/06/2019
1151316540;;;0;2.99;Waseem Ahmad;4+;EN;110261248; Strategy; Racing; Entertainment;16/09/2016;03/11/2016
1151316645;;;0;9.99, 0.99, 4.99, 1.99;FGL Indie Showcase;12+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;60886016; Adventure; Strategy;;02/12/2016;02/12/2016
1151406511;2.5;5;0.99;9.99, 0.99, 4.99, 19.99, 4.99, 99.99, 9.99, 49.99;Yoojar World Mobile Games;4+;EN;599278592; Strategy; Action;;11/12/2016;09/07/2019
1151415520;;;0.99;;Tahir Mahmood;17+;EN;156890112; Strategy; Action; Sports;28/09/2016;28/09/2016
1151423446;4.5;479;0;;Alictus;4+;EN;165831680; Action; Strategy;;16/09/2016;23/01/2019
1151454285;;;1.99;;GabySoft;4+;EN;20541440; Strategy; Puzzle; Entertainment;16/09/2016;16/09/2016
1151490895;;;0;0.99, 1.99, 4.99, 9.99, 19.99, 29.99, 49.99;Lampedusa Digital, S.L.;4+;EN;364472320; Strategy; Sports; Sports;17/11/2016;14/05/2017
1151629046;;;0;0.99, 4.99, 9.99, 14.99;Adam Irvine;4+;EN;131256320; Puzzle; Strategy; Entertainment;24/09/2016;24/09/2016
1151693794;;;0;;weilin song;4+;EN, DE, JA, KO, RU, ZH, ZH;98766848; Puzzle; Strategy;;16/09/2016;19/09/2016
1151728018;;;0;;Aishvarya Sadasivam;4+;EN, VI;29965312; Productivity; Adventure; Strategy;16/09/2016;16/09/2016
1151733006;;;0;2.99, 0.99, 1.99, 2.99, 1.99, 2.99, 3.99;Burak Gozutok;4+;EN;60908544; Puzzle; Strategy; Entertainment;16/09/2016;15/10/2016
1151892984;;;0;;Takemi Fukuda;4+;EN, JA;105219072; Entertainment; Board; Strategy;20/09/2016;07/10/2017
1152033691;3;9;0.99;;Bottled Software GmbH;9+;EN, FR, DE, ZH, ZH;96891904; Strategy; Board;;15/09/2016;15/09/2016
1152091057;4;55;0;0.99;Appgrammers LLC;4+;EN;23013376; Strategy; Word; Social Networking;17/09/2016;03/10/2016
1152094112;;;0;3.99, 7.99, 0.99;Toccata Technologies Inc.;12+;EN;124969984; Strategy; Role Playing; Entertainment;28/09/2016;28/09/2016
1152094575;1.5;6;0;0.99;Appgrammers LLC;4+;EN;22941696; Word; Social Networking; Strategy;17/09/2016;29/09/2016
1152163011;;;0;;Dustin Runnells;4+;EN;16655360; Strategy; Entertainment; Puzzle;17/09/2016;17/11/2016
1152231738;4;28;0;;Wongpin Suvanprakorn;4+;EN;35012608; Role Playing; Strategy;;01/12/2016;13/03/2017
1152298853;5;18;0;;Vartan Arzumanyan;4+;EN;9735168; Puzzle; Strategy; Productivity;15/01/2017;09/07/2018
1152366665;;;0;;Syed Sohaib Ali;4+;EN;64717824; Entertainment; Strategy; Puzzle;17/09/2016;17/03/2017
1152374297;;;0;9.99;LazyLand LTD;17+;CS, DA, NL, EN, FI, FR, DE, EL, IT, NB, PL, PT, RU, ES, SV, TR;77619200; Board; Strategy; Entertainment;22/09/2016;27/07/2018
1152483247;;;0;;Ignicion Games s.a.s.;4+;EN;6068224; Sports; Sports; Strategy;17/09/2016;27/09/2016
1152513577;;;0.99;;Transylvania High Tech Solutions SRL;4+;EN;20305920; Board; Strategy; Entertainment;17/09/2016;17/09/2016
1152589567;;;0;;1000 Monkeys, LLC;4+;EN;109248512; Puzzle; Entertainment; Strategy;24/10/2016;28/03/2017
1152757472;3.5;19;0;1.99, 0.99, 19.99, 3.99, 5.99, 7.99, 2.99, 17.99, 12.99, 4.99;Ian Mcmullen Lauzon;4+;EN;36558848; Simulation; Strategy;;02/11/2016;10/11/2016
1152781652;;;0;;Cheerbeard LLC;9+;EN;20062208; Family; Entertainment; Strategy;05/10/2016;05/10/2016
1152845001;;;0;0.99, 0.99, 0.99, 79.99, 1.99;Spree Entertainment;12+;EN;408970240; Card; Entertainment; Strategy;12/12/2018;15/05/2019
1152894282;5;53;0;;Marvin Krueger;4+;EN;189896704; Trivia; Entertainment; Strategy;05/10/2016;29/10/2016
1152901805;;;0;;weilin song;4+;EN, JA, ZH, ZH;94322688; Strategy; Puzzle;;17/09/2016;22/09/2016
1152906225;;;0.99;;jabir Ali;4+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;51185664; Puzzle; Entertainment; Strategy;17/09/2016;31/10/2016
1152911572;;;0;;jabir Ali;4+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;54498304; Entertainment; Strategy; Puzzle;17/09/2016;03/11/2016
1152984721;;;0;0.99, 0.99;Undercoders;4+;EN;255383552; Simulation; Strategy; Entertainment;25/10/2016;25/10/2016
1153035694;;;0;;Ulrik Motzfeldt-Skovgaard;9+;EN;32330752; Action; Strategy; Entertainment;17/09/2016;17/09/2016
1153050585;;;0;;Left Brain Games, Inc.;9+;EN;132745216; Strategy; Casual;;20/09/2016;17/10/2016
1153195546;2;10;0;;Nonzero Solutions;4+;EN;19085312; Board; Strategy;;17/09/2016;17/09/2016
1153370550;;;0;;Emmanuel Boctor;4+;EN;8451072; Entertainment; Strategy; Action;17/09/2016;30/10/2016
1153374033;;;0;;MUHAMMAD PARWANA;4+;EN;47211520; Sports; Strategy;;17/09/2016;17/09/2016
1153425137;;;9.99;;Mitee Games;4+;EN;169775104; Board; Entertainment; Strategy;04/11/2016;28/02/2017
1153426398;;;9.99;;Mitee Games;17+;EN;169201664; Board; Entertainment; Strategy;02/11/2016;28/02/2017
1153449373;;;0;0.99;Javelin Sdn Bhd;4+;EN;13020160; Board; Strategy;;22/10/2016;06/11/2017
1153461915;5;58786;0;9.99, 19.99, 49.99, 69.99, 0.99, 3.49, 9.99, 0.99, 9.99, 14.99, 4.99, 4.99, 99.99, 29.99, 9.99, 9.99, 49.99;droidhang;9+;EN, JA, ZH, ZH;226379776; Strategy; Role Playing;;09/11/2016;04/06/2019
1153535924;5;84;0;0.99;Sabri emre Esen;4+;EN, FR, DE, IT, JA, RU, ZH, ES, TR;62539776; Strategy; Puzzle;;27/10/2016;23/08/2017
1153728829;;;0;;Janina Kretschmann;4+;EN, ZH;20065280; Utilities; Casual; Strategy;18/09/2016;18/09/2016
1153759064;;;0;1.99;Antonio Rumore;4+;EN;30600192; Strategy; Casual;;23/09/2016;23/09/2016
1153897948;4.5;12;0;;Oren Edrich;4+;EN;36414464; Strategy; Action;;22/09/2016;17/02/2017
1153906766;;;0;0.99, 4.99, 9.99, 25.99, 54.99, 0.99, 2.99;xiang qiu;9+;EN;907497472; Entertainment; Casual; Strategy;24/10/2016;09/01/2017
1153928119;;;0;;Kuo Ching Chiu;4+;EN;19319808; Entertainment; Casual; Strategy;18/09/2016;05/04/2017
1153953317;;;4.99;;Waterpower Technology;4+;EN, ZH, ZH;114457600; Puzzle; Strategy; Entertainment;27/09/2016;03/07/2018
1153965204;4.5;939;0;5.99, 2.99, 0.99, 3.99, 1.99, 2.99, 2.99, 1.99, 0.99, 14.99;Wojciech Grzesik;4+;EN;269974528; Strategy; Racing;;06/12/2016;29/03/2019
1154009297;2.5;10;0;;Tayga Games OOO;9+;EN;88252416; Strategy;;;24/09/2016;24/09/2016
1154009309;;;3.99;;Tayga Games OOO;9+;EN;86403072; Strategy;;;24/09/2016;24/09/2016
1154014028;;;0;;zhang yan;12+;EN, ZH;154203136; Travel; Casual; Strategy;18/09/2016;18/09/2016
1154027234;;;0;4.99, 2.99, 1.99, 0.99, 0.99, 0.99, 0.99, 1.99, 0.99, 1.99;Kevin Tran;4+;EN;121996288; Entertainment; Action; Strategy;23/09/2016;09/05/2017
1154039682;4.5;51;0;64.99, 19.99, 9.99, 4.99, 9.99, 0.99, 49.99, 4.99, 0.99, 9.99;FX Games Media;12+;ZH, EN, FR, DE, IT, JA, KO, PT, RU, ES;251675648; Strategy; Adventure;;29/12/2016;28/01/2019
1154048511;;;0.99;;Neil McAllen;4+;EN;177528832; Action; Strategy;;26/12/2016;26/12/2016
1154058623;3.5;129;0;0.99, 0.99, 9.99, 4.99, 19.99, 9.99, 4.99, 19.99, 4.99, 9.99;Gameloft;12+;AR, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, TR;128087040; Action; Strategy; Entertainment;03/05/2017;21/06/2017
1154127164;;;1.99;;GabySoft;4+;EN;23429120; Strategy; Entertainment; Puzzle;18/09/2016;18/09/2016
1154279035;;;0;1.99, 0.99;Serdar Balli;4+;EN, DE, JA;195000320; Action; Entertainment; Strategy;02/11/2016;12/02/2017
1154279612;;;0;0.99;Serdar Balli;4+;EN, DE, JA;208144384; Strategy; Action; Entertainment;03/11/2016;12/02/2017
1154361480;;;0;0.99;ArgeWorld;4+;EN, JA, TR;146461696; Strategy; Puzzle; Education;19/09/2016;19/12/2018
1154395075;3;81;0;0.99;Youzu Stars;4+;EN, ZH;458624000; Puzzle; Strategy;;27/10/2016;05/06/2017
1154406242;4;20;0;2.99, 12.99, 7.99, 10.99, 4.99, 1.99, 0.99, 2.99, 12.99, 31.99;Ivan Saksonov;12+;EN;222770176; Sports; Entertainment; Strategy;16/03/2017;08/05/2019
1154408741;;;0.99;;Tektile Software;9+;EN;47426560; Strategy; Casual; Entertainment;19/09/2016;03/11/2017
1154467411;3.5;11;9.99;;Slitherine;9+;EN;256741376; Education; Strategy; Board;27/10/2016;11/09/2018
1154479280;;;0;;Weiyousoft Technology Co., Ltd.;4+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;27332608; Strategy; Trivia;;20/09/2016;20/09/2016
1154509506;;;0;0.99, 4.99, 9.99, 19.99, 49.99, 99.99;Decoo, Inc.;9+;EN, JA;125430784; Casual; Strategy; Entertainment;20/09/2016;26/12/2016
1154755528;;;0;0.99;ArgeWorld;4+;EN, JA, TR;142413824; Puzzle; Education; Strategy;21/09/2016;17/04/2017
1154845590;3;82;0;;Andrew Kudrin;9+;EN;122232832; Strategy; Simulation;;20/09/2016;15/03/2017
1154845594;;;179.99;;Andrew Kudrin;9+;EN;122232832; Strategy; Simulation;;20/09/2016;15/03/2017
1154862738;;;0;1.99;Ajaysinh Jadeja;4+;EN;15613952; Puzzle; Strategy;;13/10/2016;13/10/2016
1154870650;;;0;;Pham Van Tuan;12+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;53444608; Entertainment; Strategy;;06/11/2016;06/11/2016
1154891230;2;8;0;4.99;Qumaron;4+;EN, FR, DE, IT, RU, ES;402073600; Simulation; Strategy;;26/04/2017;20/01/2019
1155024198;;;0;0.99;Mooflower Ltd;4+;EN;72609792; Puzzle; Strategy; Entertainment;06/04/2017;23/08/2017
1155115661;;;0;;Janina Kretschmann;4+;EN;16503808; Strategy; Trivia; Entertainment;20/09/2016;20/09/2016
1155167922;;;0.99;;David Curran;12+;EN;16922624; Puzzle; Strategy; Education;20/09/2016;20/09/2016
1155269699;4.5;111;4.99;;Dire Wolf Digital;4+;EN;313815040; Board; Strategy;;31/10/2016;06/06/2018
1155292654;5;7;0;;Joseph Leporati;4+;EN;108523520; Strategy; Casual;;04/10/2016;10/02/2017
1155324155;4.5;18935;0;1.99, 4.99, 4.99, 9.99, 1.99, 2.99, 4.99, 2.99, 9.99, 19.99;FlowMotion Entertainment: Top Free Fun Addictive Cool Games Inc;4+;ZH, EN, FR, DE, IT, JA, KO, PT, RU, ES;507850752; Casual; Strategy; Entertainment;21/12/2016;07/01/2019
1155345049;;;0;;Luke Jaggernauth;4+;EN;37255168; Strategy; Casual; Entertainment;22/09/2016;22/09/2016
1155418498;;;0;;Ayodeji Beckley;4+;EN;30578688; Strategy; Entertainment; Puzzle;22/09/2016;29/12/2017
1155453617;4;143;0;9.99, 19.99, 4.99, 1.99, 49.99, 99.99;Travian Games GmbH;4+;CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI;377906176; Strategy; Simulation;;01/12/2016;27/06/2019
1155464927;;;0;;Gooof Games Studio;4+;EN;87619584; Strategy;;;16/01/2017;16/01/2017
1155572113;;;0;;Janina Kretschmann;4+;EN;25895936; Strategy; Entertainment; Word;20/09/2016;20/09/2016
1155655303;;;0;;Mechanical Animals;4+;EN;81920000; Productivity; Puzzle; Strategy;29/09/2016;06/01/2017
1155709932;4.5;120;0;0.99, 0.99, 1.99, 21.99, 4.99;Andrey Dobroradnykh;4+;EN;132197376; Strategy; Entertainment; Action;26/06/2017;03/08/2017
1155751294;;;0;;Thao Nguyen;4+;EN;75145216; Strategy; Sports;;20/09/2016;20/09/2016
1155758254;;;0;0.99, 4.99, 9.99, 19.99, 49.99, 99.99;Randy Hsiao;4+;EN;71170048; Simulation; Strategy; Entertainment;20/09/2016;20/09/2016
1155794291;;;0;4.99;Owen Moore;4+;EN;19002368; Casual; Strategy; Entertainment;08/11/2016;17/11/2016
1155872264;4.5;3543;0;4.99, 99.99, 9.99, 49.99, 19.99, 0.99, 1.99, 9.99;TAP4FUN (HONGKONG) LIMITED;12+;AR, BN, BG, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, LV, MS, ML, MR, NB, FA, PL, PT, PA, RO, RU, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, VI;287166464; Strategy; Entertainment; Simulation;05/11/2016;03/07/2019
1155905318;4.5;101;0;0.99, 2.99, 1.99, 4.99, 4.99, 1.99, 1.99, 9.99, 0.99, 1.99;Robert Grzybek;12+;EN;158541824; Strategy; Simulation;;01/10/2016;01/06/2019
1155905343;;;0;4.99, 0.99, 1.99, 1.99, 3.99, 0.99, 0.99;Lapusanu Patriciu;9+;EN;92120064; Strategy; Travel; Simulation;23/09/2016;23/09/2016
1155929027;4.5;5;0;1.99;Day Owl LLC;4+;EN;26727424; Strategy; Puzzle;;27/10/2016;27/10/2016
1155943369;;;0.99;;Janina Kretschmann;4+;EN;24197120; Word; Lifestyle; Strategy;22/09/2016;22/09/2016
1155998751;;;0;0.99, 0.99, 1.99, 3.99;1Touchstudios LLC;4+;EN;115392512; Entertainment; Action; Strategy;28/09/2016;30/09/2016
1156021021;;;0;;Pham Van Tuan;4+;EN;59777024; Strategy; Entertainment;;22/09/2016;22/09/2016
1156046252;4.5;18;0;9.99, 1.99, 0.99;Abhishek Malpani;4+;EN;235813888; Entertainment; Strategy; Casual;25/09/2016;07/07/2017
1156058830;4;10;0;0.99, 4.99, 4.99, 9.99, 19.99, 19.99;WIP Games;4+;EN;316790784; Role Playing; Strategy; Entertainment;27/09/2016;14/02/2017
1156068976;;;0;;Jing Jun Ma;12+;EN;173687808; Strategy; Action;;13/11/2016;04/12/2016
1156097394;;;0;;Julian Friedrich;9+;EN, DE, ES;109647872; Strategy;;;12/03/2017;12/03/2017
1156097394;;;0;;Julian Friedrich;9+;EN, DE, ES;109647872; Strategy;;;12/03/2017;12/03/2017
1156109319;3.5;11;0;1.99, 3.99, 1.99, 7.99, 3.99, 15.99, 4.99, 7.99, 14.99, 0.99;PlaySpace;12+;NL, EN, FR, DE, IT, PL, PT, ES;450664448; Board; Strategy; Entertainment;29/11/2016;08/06/2017
1156112084;;;0;3.99, 3.99, 1.99, 1.99, 1.99, 4.99, 0.99, 0.99, 1.99, 15.99;PlaySpace;12+;NL, EN, FR, DE, IT, PL, PT, ES;447027200; Board; Strategy; Entertainment;29/11/2016;08/06/2017
1156215740;;;0;;Vikash Patel;4+;EN;5214208; Entertainment; Puzzle; Strategy;01/10/2016;01/10/2016
1156229505;;;0;0.99, 4.99, 9.99, 19.99, 29.99;Anderson Obi;4+;EN;326776832; Simulation; Strategy; Entertainment;28/09/2016;01/10/2016
1156295515;;;0.99;;Anthony Hindle;4+;EN;20062208; Puzzle; Strategy;;22/09/2016;22/09/2016
1156304181;;;0;;Jakrit Monkong;4+;EN;60828672; Racing; Strategy;;21/09/2016;21/09/2016
1156325738;5;6;0;;Anson Liu;4+;EN;840704; Board; Productivity; Strategy;24/09/2016;09/10/2016
1156361343;;;0;;Vikash Patel;4+;EN;5558272; Strategy; Entertainment; Puzzle;01/10/2016;01/10/2016
1156361690;;;0;;Vikash Patel;4+;EN;5214208; Entertainment; Strategy; Puzzle;02/10/2016;02/10/2016
1156362367;;;0;;Vikash Patel;4+;EN;5672960; Adventure; Strategy; Entertainment;24/10/2016;24/10/2016
1156364215;;;0;;Vikash Patel;4+;EN;6574080; Entertainment; Strategy; Adventure;02/10/2016;02/10/2016
1156365163;;;0;;Vikash Patel;4+;EN;6455296; Entertainment; Strategy; Sports;02/10/2016;02/10/2016
1156366707;;;0;;Vikash Patel;4+;EN;6541312; Sports; Entertainment; Strategy;09/10/2016;09/10/2016
1156368269;;;0;;Vikash Patel;9+;EN;6447104; Adventure; Entertainment; Strategy;09/10/2016;09/10/2016
1156368820;;;0;;Vikash Patel;12+;EN;6504448; Strategy; Adventure; Entertainment;16/10/2016;16/10/2016
1156379312;4.5;15;0;;ifthaker hossain;4+;EN;40543232; Puzzle; Strategy; Sports;27/09/2016;14/01/2019
1156555010;4.5;1026;0;4.99, 10.99, 20.99, 99.99, 49.99, 4.99, 4.99, 10.99, 20.99, 99.99;Reality Games (London) Limited;4+;AR, CS, DA, NL, EN, ET, FI, FR, DE, EL, HE, HI, HU, IS, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, SL, ES, SV, TH, ZH, TR, VI;56547328; Business; Board; Strategy;14/10/2016;08/04/2019
1156706863;;;0;1.99, 5.99, 13.99, 22.99;RONIN GAME STUDIOS, LLC;17+;EN;398352384; Finance; Strategy;;20/10/2016;20/10/2016
1156709512;;;0;0.99;ArgeWorld;4+;EN, JA, TR;128456704; Strategy; Puzzle; Education;23/09/2016;31/03/2017
1156787368;4.5;28277;0;4.99, 9.99, 19.99, 99.99, 0.99, 49.99, 1.99;TAP4FUN (HONGKONG) LIMITED;12+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH;180568064; Simulation; Strategy;;29/09/2016;29/07/2019
1156789859;;;0;;Tien Thanh Nguyen;4+;;36622336; Entertainment; Strategy; Trivia;22/09/2016;22/09/2016
1156906605;3;30;0;1.99;Nanovation;4+;EN;86454272; Strategy; Casual; Entertainment;19/10/2016;09/01/2017
1156975593;;;0;;Anthony Hindle;4+;EN;26348544; Strategy; Casual;;23/09/2016;23/09/2016
1157014123;;;0;;Nguyen Bao Toan;4+;EN;21316608; Strategy; Puzzle; Entertainment;30/09/2016;30/10/2016
1157027441;;;1.99;;GabySoft;4+;EN;16740352; Entertainment; Strategy; Puzzle;23/09/2016;23/09/2016
1157285304;;;0;;Nguyen Dinh Duong;4+;EN;138584064; Strategy; Entertainment; Puzzle;23/09/2016;23/09/2016
1157287234;;;0;;Ta Huu Toan;4+;EN;59625472; Entertainment; Strategy; Casual;23/09/2016;23/09/2016
1157319899;;;0;1.99;Taku Mizuta;12+;EN;201596928; Strategy; Card;;06/10/2016;12/10/2016
1157425265;;;0;;Norman Tan Hsien-Lon;4+;EN;50470912; Strategy;;;24/09/2016;24/09/2016
1157446651;4;7;0;2.99, 2.99;Psyon Games Oy;12+;EN;542406656; Family; Strategy;;12/11/2017;20/06/2019
1157452880;4;45;3.99;;Jerome Bodin;9+;EN;462136320; Strategy; Card;;25/09/2016;03/04/2019
1157526306;;;0;;Hiroaki Nita;9+;EN, JA;69620736; Entertainment; Puzzle; Strategy;31/07/2017;26/02/2019
1157641840;4.5;2315;0;0.99, 2.99;LumEnrich Inc;4+;EN;22654976; Strategy; Photo & Video; Sports;11/10/2016;26/02/2017
1157654356;;;0;;Grow;4+;EN;50914304; Racing; Strategy;;21/10/2016;21/10/2016
1157671953;;;0;0.99;Larry Feldman;4+;EN;7905280; Entertainment; Strategy; Puzzle;13/11/2016;07/12/2016
1157835628;;;0;;Martin Pellon;4+;EN;192565248; Entertainment; Simulation; Strategy;29/09/2016;03/10/2016
1157871395;4;50;0;0.99, 0.99, 9.99, 4.99, 2.99, 8.99, 19.99, 99.99, 49.99;zhang dan;9+;EN, ZH;153174016; Strategy; Entertainment; Role Playing;11/10/2016;17/04/2017
1157986223;;;0;;Christian Rusche;4+;EN;13715456; Strategy; Education; Puzzle;26/09/2016;22/01/2019
1158039590;;;0;;Ivan Gorb;4+;EN;578812928; Strategy; Puzzle; Business;19/11/2016;14/04/2017
1158470526;5;6;0;;Charles McGibney;9+;EN;149934080; Strategy;;;26/09/2016;18/09/2018
1158483804;;;0;;Liutauras Stravinskas;4+;EN, IT, LT, RU;69426176; Strategy; Puzzle; Education;26/09/2016;06/02/2019
1158515371;4;56;0;0.99, 0.99, 0.99, 0.99, 0.99;Tran Dang;4+;EN;21726208; Strategy; Casual; Entertainment;28/09/2016;28/09/2016
1158534464;;;0;6.99;Maeda Keisuke;12+;EN, JA;183562240; Simulation; Entertainment; Strategy;17/01/2017;17/09/2018
1158555873;;;0;;GRL Games;4+;EN;46020608; Word; Strategy;;07/10/2016;07/10/2016
1158565442;;;0;;Saysavath Ratjavong;9+;EN;29942784; Strategy; Casual;;27/09/2016;27/09/2016
1158601233;;;0;;Janina Kretschmann;4+;EN, DE, PT, RU, ZH, ES;20051968; Entertainment; Strategy; Trivia;30/09/2016;30/09/2016
1158644882;;;2.99;;Ting Wang;4+;EN;27778048; Entertainment; Strategy; Adventure;27/09/2016;27/09/2016
1158644900;;;2.99;;Ting Wang;4+;EN, FR, DE, JA, ZH, ZH;33809408; Strategy; Puzzle; Entertainment;27/09/2016;27/09/2016
1158644904;;;2.99;;Ting Wang;4+;EN, FR, DE, JA, ZH, ZH;11749376; Puzzle; Strategy; Entertainment;27/09/2016;27/09/2016
1158645817;;;2.99;;Ting Wang;4+;EN;16591872; Strategy; Entertainment; Adventure;27/09/2016;27/09/2016
1158672426;;;0;;Nora Ky;4+;EN;41784320; Board; Strategy;;27/09/2016;29/11/2018
1158675923;;;0.99;;Codeurs;9+;EN;60129280; Strategy; Action;;29/09/2016;29/09/2016
1158709529;3;6;0;;Codeurs;9+;EN;60188672; Strategy; Action;;29/09/2016;29/09/2016
1158719434;;;0;;Qgs Inc;4+;EN;6545408; Simulation; Strategy; Entertainment;27/09/2016;27/09/2016
1158825908;4.5;6;0;1.99, 0.99, 1.99, 0.99;Nikola Todorovic;9+;EN;162777088; Card; Strategy;;12/10/2016;29/11/2016
1158838395;4.5;46;0;0.99, 3.99, 24.99, 7.99, 2.99, 17.99, 0.99, 4.99, 9.99, 9.99;Mobileroo Pty Ltd;4+;EN;65277952; Strategy; Sports; Sports;22/11/2016;15/03/2017
1158868406;;;0.99;;shengze kuang;4+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;26128384; Strategy; Entertainment; Trivia;17/10/2016;17/10/2016
1158916186;;;0;;Musa CANDIR;4+;EN;317664256; Simulation; Strategy;;28/09/2016;28/09/2016
1158939121;;;0;;Chen Meng;12+;EN, ZH;22725632; Education; Strategy; Music;28/09/2016;05/01/2018
1159202815;4.5;158;0;4.99, 2.99, 4.99, 9.99, 9.99, 49.99, 29.99, 29.99, 29.99, 9.99;MOBIRIX;12+;EN, FR, DE, ID, JA, KO, PT, ZH, ES, TH, ZH;491206656; Strategy; Entertainment; Role Playing;11/10/2016;31/07/2019
1159222626;;;0;;mahesh cheliya;4+;EN;64390144; Puzzle; Entertainment; Strategy;08/10/2016;13/10/2016
1159234304;;;0;4.99, 0.99, 20.99, 9.99, 5.99;Polarbear Interactive;4+;EN, JA, KO, RU, ZH, ES;203699200; Strategy; Puzzle;;02/11/2016;07/04/2017
1159285323;5;7;0;4.99, 4.99;Jan-Niklas FREUNDT;9+;EN, FR, DE, IT, JA, PT, ZH, ES;107738112; Action; Entertainment; Strategy;05/02/2017;07/02/2017
1159292704;4.5;613;0;9.99, 4.99, 2.99, 99.99, 29.99, 4.99, 49.99, 0.99, 9.99, 26.99;NHN Corp.;9+;EN, ID, JA, KO, ZH, TH, ZH, VI;477555712; Strategy; Role Playing; Entertainment;09/11/2016;11/07/2019
1159338046;;;0;;Chris Dry;4+;EN;27572224; Board; Strategy;;30/09/2016;30/09/2016
1159441255;4;11538;0;9.99, 4.99, 9.99, 9.99, 19.99, 4.99, 4.99, 14.99, 14.99, 19.99;Ludia;12+;EN, FR, DE, IT, PT, ES;377006080; Role Playing; Strategy;;29/05/2019;08/07/2019
1159510714;3.5;6;0;;WildTangent, Inc.;4+;EN;76467200; Strategy; Card;;29/10/2016;23/01/2019
1159554605;;;0;;Saysavath Ratjavong;4+;EN;6194176; Education; Puzzle; Strategy;29/09/2016;29/09/2016
1159563928;3.5;166;0;1.99;Tuan Doan;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;43524096; Entertainment; Strategy; Board;03/10/2016;08/10/2016
1159601581;;;2.99;;Ting Wang;4+;EN, ZH, ES, ZH;23193600; Entertainment; Puzzle; Strategy;29/09/2016;29/09/2016
1159668827;;;0;0.99;Abhishek Malpani;4+;EN;148809728; Casual; Entertainment; Strategy;14/10/2016;14/10/2016
1159671327;;;0;;mawika jichob;9+;EN;12215296; Action; Strategy;;03/10/2016;05/04/2017
1159689330;4.5;4556;0;0.99;Diced Pixel, LLC;9+;EN;36059136; Family; Strategy;;30/09/2016;05/05/2017
1159788307;;;0.99;;Anthony Rojas;4+;EN;22360064; Strategy; Casual;;30/09/2016;03/10/2016
1159840538;;;0;19.99, 4.99, 9.99, 49.99, 0.99;Huy Nguyen;4+;EN, ZH, VI;304375808; Strategy; Entertainment; Role Playing;12/11/2016;11/10/2018
1159869280;;;1.99;;JH Specialty, Inc.;9+;EN;65157120; Puzzle; Strategy;;12/10/2016;29/10/2016
1160024697;;;0.99;;Thomas Strausbaugh;4+;EN;18039808; Entertainment; Strategy; Puzzle;05/10/2016;10/12/2017
1160045528;5;10;0;;Ryan Wallace;4+;EN;112191488; Entertainment; Casual; Strategy;17/11/2016;20/01/2017
1160054151;4;16;16.99;;UNBALANCE Corporation;4+;EN;53777408; Board; Strategy;;08/10/2016;19/01/2019
1160056295;4.5;231877;0;0.99, 9.99, 4.99, 19.99, 9.99, 29.99, 49.99, 99.99, 9.99, 0.99;moonton;12+;AR, MY, EN, FR, DE, ID, IT, JA, KO, MS, RU, ES, TH, ZH, TR;252019712; Entertainment; Action; Strategy;12/11/2016;23/07/2019
1160080688;;;0;0.99, 1.99, 2.99, 3.99, 4.99, 0.99, 1.99, 2.99, 3.99, 4.99;Dakshesh vyas;12+;EN;132984832; Strategy; Entertainment; Action;21/10/2016;21/10/2016
1160138132;;;0;;Siva Kumar;9+;EN;82399232; Action; Strategy;;03/10/2016;03/10/2016
1160192083;;;0;2.99;NetSummit Enterprises, Inc.;4+;EN;14150656; Strategy; Sports;;16/10/2016;16/10/2016
1160194568;;;2.99;;NetSummit Enterprises, Inc.;4+;EN;14150656; Sports; Strategy;;23/10/2016;23/10/2016
